Timestamp,ID,Date,Day,GoToSlp,Getup,Duration,Com,Quality,Reason,BreakfastTime,Breakfast,MorningSnack,LunchTime,Lunch,AfternoonSnack,DinnerTime,Dinner,EveningSnack,MorningAct,AfternoonAct,EveningAct
5/4/16 20:02,17,5/4/16,Tuesday,23:30:00,5:30:00,6:00:00,No,3,,6:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products (including juice), Meat products","Caffeine drink (including coffee, tea, cola)",11:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",Meat products,16:30:00,"Dairy products (milk, cheese, butter, etc.)",,"Drive or take bus/car/train, Work/study",Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.), Sport (workout, cycling, swimming, etc.)"
6/4/16 20:22,21,5/4/16,Tuesday,1:00:00,7:30:00,6:30:00,Yes,3,,7:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",13:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products","Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 7:13,11,6/4/16,Wednesday,23:00:00,7:00:00,8:00:00,No,4,,7:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Nuts, Meat products, Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",12:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products, Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",17:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)","Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 8:47,10,6/4/16,Wednesday,23:00:00,6:45:00,7:45:00,Yes,3,,7:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products","Caffeine drink (including coffee, tea, cola)",19:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Fruit products_(including juice), Seafood, Meat products, Caffeine drink (including coffee, tea, cola), Alcohol drink (including beer, wine)",,"Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Social activities (party, communication with people more than 20 mins)"
6/4/16 8:49,25,6/4/16,Wednesday,22:30:00,6:40:00,8:10:00,Yes,3,,6:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Caffeine drink (including coffee, tea, cola)",11:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 9:06,22,6/4/16,Wednesday,22:47:00,7:00:00,8:13:00,No,3,,7:15:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.)","Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products, Caffeine drink (including coffee, tea, cola)",22:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Egg prodcuts",,"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Entertainment/relax (rest, watch TV or movies, play games, etc.), household chores"
6/4/16 9:12,28,6/4/16,Wednesday,23:30:00,7:00:00,7:30:00,No,5,,7:45:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,"Vegetables (including salad, beans), Fruit products_(including juice), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",21:04:00,"Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products",,Work/study,Work/study,"Walk (as a transportation or shopping), Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
6/4/16 9:21,4,6/4/16,Wednesday,21:00:00,7:00:00,10:00:00,No,4,,8:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Egg prodcuts",,18:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)",,Bike (as a transportation),Work/study,"Bike (as a transportation), Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 9:22,19,6/4/16,Wednesday,1:20:00,8:45:00,7:25:00,Yes,4,,11:21:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)","Fruit products (including juice), Caffeine drink (including coffee, tea, cola)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans)",18:30:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products","Potato products (potato, chip, fries), Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 9:51,5,6/4/16,Wednesday,23:30:00,8:10:00,8:40:00,No,5,,8:25:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:10:00,"Sandwich (if you eat this composite dish also choose the components inside), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products","Caffeine drink (including coffee, tea, cola)",,Egg prodcuts,,"Bike (as a transportation), Work/study","Sport (workout, cycling, swimming, etc.)","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 10:00,17,6/4/16,Wednesday,22:30:00,5:30:00,7:00:00,No,4,,6:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Caffeine drink (including coffee, tea, cola)",12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",18:30:00,"Vegetables (including salad, beans), Fruit products_(including juice)",,"Drive or take bus/car/train, Work/study, Social activities (party, communication with people more than 20 mins)",Work/study,"Drive or take bus/car/train, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 10:12,1,6/4/16,Wednesday,2:00:00,8:50:00,6:50:00,No,3,,9:30:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Nuts, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Nuts",,,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Meat products",18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Caffeine drink (including coffee, tea, cola)",Work/study,"Drive or take bus/car/train, Social activities (party, communication with people more than 20 mins)",Work/study
6/4/16 10:31,3,6/4/16,Wednesday,22:30:00,7:09:00,8:39:00,No,5,,8:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:15:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",19:30:00,"Potato products (potato, chip, fries), Meat products, Alcohol drink (including beer, wine)","Dairy products (milk, cheese, butter, etc.)","Bike (as a transportation), Work/study","Walk (as a transportation or shopping), Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 10:36,7,6/4/16,Wednesday,23:15:00,7:15:00,8:00:00,No,3,,8:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Egg prodcuts",,19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)","Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.)","Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 12:22,15,6/4/16,Wednesday,1:00:00,9:50:00,8:50:00,No,4,,10:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",14:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",21:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Nuts",Bike (as a transportation),Bike (as a transportation),"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 13:33,18,6/4/16,Wednesday,22:30:00,7:40:00,9:10:00,Yes,3,,8:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Egg prodcuts","Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood","Caffeine drink (including coffee, tea, cola)",19:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,"Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Social activities (party, communication with people more than 20 mins)"
6/4/16 15:25,2,6/4/16,Wednesday,1:30:00,9:30:00,8:00:00,No,2,tired,10:00:00,"Vegetables (including salad, beans)",,12:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)",,18:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Potato products (potato, chip, fries)",Work/study,"Work/study, Social activities (party, communication with people more than 20 mins)","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 15:26,23,6/4/16,Wednesday,0:02:00,9:20:00,9:18:00,No,4,,8:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",,12:09:00,"Potato products (potato, chip, fries), Meat products",,18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Seafood, Meat products",,"Walk (as a transportation or shopping), Work/study",Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 15:28,30,6/4/16,Wednesday,20:29:00,8:35:00,12:06:00,No,5,,8:31:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.)","Potato products (potato, chip, fries)",12:27:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.)",18:28:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products",Nuts,Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.), Sleep"
6/4/16 15:32,24,6/4/16,Wednesday,,19:00:00,7:00:00,No,4,,19:30:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",,,,19:31:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study",Work/study
6/4/16 15:53,13,6/4/16,Wednesday,22:48:00,6:48:00,8:00:00,No,4,,7:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",13:35:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.)",Fruit products_(including juice),21:52:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",Bike (as a transportation),Work/study,Bike (as a transportation)
6/4/16 16:35,12,6/4/16,Wednesday,23:00:00,8:00:00,9:00:00,No,3,,9:15:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Vegetables (including salad, beans), Meat products",,18:35:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products",,Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 16:44,20,6/4/16,Wednesday,0:00:00,7:00:00,7:00:00,No,4,,7:20:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",Nuts,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Meat products",,18:30:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Seafood","Potato products (potato, chip, fries)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study",Work/study
6/4/16 17:16,9,6/4/16,Wednesday,22:00:00,7:30:00,9:30:00,No,5,,8:15:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.)",12:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",20:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)",,"Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 17:25,16,6/4/16,Wednesday,0:15:00,7:15:00,7:00:00,No,4,,,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products","Caffeine drink (including coffee, tea, cola)",13:15:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Nuts, Caffeine drink (including coffee, tea, cola)",17:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Social activities (party, communication with people more than 20 mins)"
6/4/16 17:28,29,6/4/16,Wednesday,23:28:00,7:30:00,8:02:00,No,5,,8:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",Fruit products (including juice),12:30:00,"Vegetables (including salad, beans), Seafood, Egg prodcuts",Fruit products_(including juice),19:00:00,"Vegetables (including salad, beans), Meat products, Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Nuts","Drive or take bus/car/train, Work/study, Sleep","Drive or take bus/car/train, Work/study","Bike (as a transportation), Social activities (party, communication with people more than 20 mins), Sport (workout, cycling, swimming, etc.)"
6/4/16 17:36,27,6/4/16,Wednesday,2:00:00,8:00:00,6:00:00,No,3,,8:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",21:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.)","Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.), Sport (workout, cycling, swimming, etc.)"
6/4/16 17:59,26,6/4/16,Wednesday,0:00:00,8:30:00,8:30:00,No,4,,8:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",13:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",20:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products",,"Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
6/4/16 20:39,21,6/4/16,Wednesday,1:00:00,7:45:00,6:45:00,Yes,4,,8:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",14:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",19:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
7/4/16 8:00,8,6/4/16,Wednesday,0:00:00,8:00:00,8:00:00,Yes,5,,8:31:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Potato products (potato, chip, fries), Vegetables (including salad, beans), Seafood",,21:00:00,"Vegetables (including salad, beans), Meat products, Egg prodcuts",,"Bike (as a transportation), Work/study",Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
7/4/16 7:13,11,7/4/16,Thursday,23:00:00,7:00:00,8:00:00,No,4,,7:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Nuts, Meat products, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:10:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",18:40:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Fruit products_(including juice), Seafood, Meat products, Egg prodcuts, Caffeine drink (including coffee, tea, cola)",,"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.), Sport (workout, cycling, swimming, etc.)"
7/4/16 8:02,8,7/4/16,Thursday,1:00:00,7:30:00,6:30:00,Yes,5,,8:30:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)",,21:00:00,"Vegetables (including salad, beans), Meat products, Alcohol drink (including beer, wine)",,"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
7/4/16 8:11,17,7/4/16,Thursday,23:30:00,5:30:00,6:00:00,No,3,,6:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Caffeine drink (including coffee, tea, cola)",12:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",20:00:00,"Fruit products_(including juice), Seafood",,"Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Social activities (party, communication with people more than 20 mins)"
7/4/16 9:06,3,7/4/16,Thursday,22:45:00,7:30:00,8:45:00,No,5,,7:45:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice)","Caffeine drink (including coffee, tea, cola)",12:15:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice)","Caffeine drink (including coffee, tea, cola)",20:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Nuts, Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Nuts, Caffeine drink (including coffee, tea, cola)","Bike (as a transportation), Work/study","Walk (as a transportation or shopping), Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
7/4/16 9:10,4,7/4/16,Thursday,22:00:00,7:00:00,9:00:00,No,4,,8:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Fruit products_(including juice), Meat products",,18:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)",,Bike (as a transportation),Work/study,"Bike (as a transportation), Entertainment/relax (rest, watch TV or movies, play games, etc.)"
7/4/16 9:23,22,7/4/16,Thursday,22:50:00,7:00:00,8:10:00,No,4,,7:15:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Seafood","Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola), Alcohol drink (including beer, wine)",22:00:00,"Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.)",,"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Bike (as a transportation), Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
7/4/16 9:37,10,7/4/16,Thursday,22:30:00,6:45:00,8:15:00,Yes,4,,7:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",12:15:00,"Sandwich (if you eat this composite dish also choose the components inside), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products","Caffeine drink (including coffee, tea, cola)",,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
7/4/16 9:50,27,7/4/16,Thursday,1:00:00,8:00:00,7:00:00,No,4,,8:30:00,"Dairy products (milk, cheese, butter, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",12:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)","Fruit products_(including juice), Nuts, Caffeine drink (including coffee, tea, cola)",21:30:00,"Vegetables (including salad, beans), Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.)","Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study"
